City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,albany,42.6001,-73.9662,279.75,91,100,1.79,US,1702261419
1,port-aux-francais,-49.35,70.2167,277.27,79,75,9.51,TF,1702261202
2,putina,-15.4667,-69.4333,282.36,72,96,3.9,PE,1702261420
3,cacimba de dentro,-6.6417,-35.79,294.27,76,1,2.83,BR,1702261420
4,punta arenas,-53.15,-70.9167,279.21,70,0,1.03,CL,1702261380
5,estherville,43.4016,-94.8328,267.35,92,0,2.06,US,1702261421
6,margaret river,-33.95,115.0667,297.47,29,0,2.54,AU,1702261422
7,roma,43.2128,-75.4557,277.25,96,100,1.54,US,1702261424
8,iqaluit,63.7506,-68.5145,269.0,73,100,9.77,CA,1702261424
9,suining,30.508,105.5733,286.89,79,100,2.19,CN,1702261425
10,west island,-12.1568,96.8225,301.14,69,16,5.66,CC,1702261356
11,ushuaia,-54.8,-68.3,279.96,57,0,4.12,AR,1702261290
12,kuqa,41.7278,82.9364,269.53,60,5,1.09,CN,1702261426
13,edinburgh of the seven seas,-37.0676,-12.3116,286.83,71,96,8.05,SH,1702261358
14,hawaiian paradise park,19.5933,-154.9731,298.72,93,100,1.54,US,1702261366
15,vila velha,-20.3297,-40.2925,297.56,85,75,1.54,BR,1702261428
16,bardsir,29.9227,56.5743,280.2,24,43,1.58,IR,1702261428
17,hilo,19.7297,-155.09,300.53,95,100,1.79,US,1702261134
18,coquimbo,-29.9533,-71.3436,289.0,82,0,1.54,CL,1702261397
19,aasiaat,68.7098,-52.8699,269.91,89,100,5.8,GL,1702261430
20,beaufort west,-32.3567,22.583,285.44,83,1,2.68,ZA,1702261430
21,maralal,1.0968,36.698,287.16,88,60,2.24,KE,1702261431
22,nevel'sk,46.6733,141.8633,264.23,74,100,10.82,RU,1702261431
23,carnarvon,-24.8667,113.6333,303.92,25,0,7.96,AU,1702261365
24,novyy turtkul',41.55,61.0167,268.1,24,100,7.28,UZ,1702261432
25,saurimo,-9.6608,20.3916,290.79,98,93,1.37,AO,1702261433
26,longyearbyen,78.2186,15.6401,272.06,64,100,5.66,SJ,1702261433
27,mocimboa,-11.3167,40.35,298.34,90,87,0.77,MZ,1702261434
28,bredasdorp,-34.5322,20.0403,287.97,84,0,1.36,ZA,1702261368
29,adamstown,-25.066,-130.1015,294.44,56,0,2.6,PN,1702261357
30,kone,-21.0595,164.8658,304.09,40,100,2.75,NC,1702261435
31,margate,51.3813,1.3862,284.76,75,80,6.71,GB,1702261436
32,natal,-5.795,-35.2094,299.51,78,20,2.57,BR,1702261403
33,waitangi,-43.9535,-176.5597,288.05,59,0,2.24,NZ,1702261437
34,blackmans bay,-43.0167,147.3167,295.11,57,7,0.89,AU,1702261438
35,salalah,17.0151,54.0924,293.2,45,0,3.6,OM,1702261439
36,puerto natales,-51.7236,-72.4875,279.68,84,68,1.88,CL,1702261439
37,quartu sant'elena,39.2419,9.1839,283.71,86,0,2.57,IT,1702261281
38,de aar,-30.6497,24.0123,287.11,76,12,5.86,ZA,1702261440
39,ilovlya,49.3033,43.9796,267.73,60,100,7.09,RU,1702261440
40,puerto ayora,-0.7393,-90.3518,297.3,86,35,3.34,EC,1702261441
41,bardai,11.65,7.2333,289.33,29,0,4.76,NG,1702261442
42,vilyuchinsk,52.9306,158.4028,274.3,92,100,5.09,RU,1702261442
43,santana,-0.0583,-51.1817,302.25,74,0,3.09,BR,1702261443
44,yellowknife,62.456,-114.3525,261.44,92,75,9.26,CA,1702261359
45,campbell river,50.0163,-125.2446,278.96,100,75,0.0,CA,1702261444
46,hammerfest,70.6634,23.6821,270.4,74,40,3.6,NO,1702261444
47,vorgashor,67.5833,63.95,248.15,100,100,3.82,RU,1702261445
48,bocaiuva,-17.1078,-43.815,297.99,65,11,4.34,BR,1702261400
49,port elizabeth,-33.918,25.5701,287.65,92,0,1.03,ZA,1702261446
50,magistral'nyy,56.1725,107.4458,235.58,100,76,0.35,RU,1702261447
51,bethel,41.3712,-73.414,289.38,89,100,1.79,US,1702261308
52,ust-nera,64.5667,143.2,252.7,98,100,3.98,RU,1702261448
53,sisimiut,66.9395,-53.6735,268.98,86,100,5.23,GL,1702261448
54,aegina,37.7467,23.4275,286.04,81,100,3.97,GR,1702261333
55,tuni,17.35,82.55,294.88,80,31,1.89,IN,1702261449
56,tazovsky,67.4667,78.7,248.5,97,100,4.69,RU,1702261450
57,utrik,11.2278,169.8474,300.34,77,100,8.7,MH,1702261450
58,kodinsk,58.6881,99.1844,240.06,100,22,0.26,RU,1702261451
59,beneditinos,-5.45,-42.3667,298.29,82,61,2.29,BR,1702261451
60,ilulissat,69.2167,-51.1,271.16,69,100,6.69,GL,1702261396
61,santa elena de uairen,4.6167,-61.1333,296.37,65,87,1.08,VE,1702261453
62,cidreira,-30.1811,-50.2056,293.19,92,100,7.83,BR,1702261453
63,sao vicente,-23.9631,-46.3919,296.63,26,100,0.45,BR,1702261454
64,bonthe,7.5264,-12.505,299.55,81,51,2.3,SL,1702261454
65,presque isle,46.6811,-68.0159,278.25,95,100,0.89,US,1702261455
66,qaqortoq,60.7167,-46.0333,262.67,74,10,1.68,GL,1702261455
67,saipan,15.1355,145.701,303.54,70,0,6.17,MP,1702261456
68,kodiak,57.79,-152.4072,278.88,87,100,3.09,US,1702261456
69,lorengau,-2.0226,147.2712,302.95,74,100,7.06,PG,1702261457
70,harper,4.375,-7.7169,299.5,83,13,2.18,LR,1702261362
71,invercargill,-46.4,168.35,289.71,45,47,7.1,NZ,1702261458
72,mandera,3.9366,41.867,300.14,53,9,2.93,KE,1702261458
73,la sarre,48.8002,-79.1996,266.51,89,99,3.76,CA,1702261375
74,egilsstadir,65.2653,-14.3948,267.1,93,75,1.03,IS,1702261459
75,ca mau,9.1769,105.15,301.38,71,9,4.18,VN,1702261460
76,port mathurin,-19.6833,63.4167,299.21,76,100,3.52,MU,1702261461
77,magadan,59.5667,150.8,269.56,88,100,8.4,RU,1702261461
78,anadyr,64.75,177.4833,246.48,82,20,6.0,RU,1702261462
79,shenjiamen,29.9576,122.298,288.88,87,23,6.87,CN,1702261462
80,wailua homesteads,22.0669,-159.378,299.59,80,20,4.63,US,1702261463
81,port alfred,-33.5906,26.891,289.92,94,36,0.45,ZA,1702261463
82,wang saphung,17.301,101.7685,299.16,83,4,1.03,TH,1702261464
83,petropavlovsk-kamchatsky,53.0452,158.6483,273.48,95,75,6.71,RU,1702261464
84,nadym,65.5333,72.5167,241.83,93,89,4.18,RU,1702261465
85,port lincoln,-34.7333,135.8667,290.53,91,100,5.99,AU,1702261466
86,minas de marcona,-15.2119,-75.1103,289.09,78,86,4.13,PE,1702261466
87,constantia,44.1833,28.65,272.53,84,88,4.18,RO,1702261171
88,uturoa,-16.7333,-151.4333,300.16,80,23,10.18,PF,1702261467
89,badger,64.8,-147.5333,255.82,74,0,0.0,US,1702261468
90,thompson,55.7435,-97.8558,258.24,85,100,1.03,CA,1702261468
91,vadso,70.0744,29.7487,262.24,92,75,10.8,NO,1702261469
92,hrebinka,50.1171,32.4361,273.05,98,100,3.92,UA,1702261469
93,northam,51.0333,-4.2167,285.18,86,63,10.64,GB,1702261470
94,talnakh,69.4865,88.3972,246.04,98,100,4.52,RU,1702261470
95,malax,62.9423,21.5731,264.12,86,100,2.06,FI,1702261471
96,crane,31.3974,-102.3501,282.11,23,0,2.06,US,1702261471
97,sabha,27.0377,14.4283,284.57,72,0,3.56,LY,1702261472
98,togur,58.3631,82.8265,241.56,99,8,2.24,RU,1702261473
99,derazhnya,49.2692,27.4338,272.17,95,100,3.33,UA,1702261473
100,pacific grove,36.6177,-121.9166,287.98,61,0,2.57,US,1702261474
101,kapa'a,22.0752,-159.319,300.33,78,20,4.63,US,1702261474
102,ouarzazat,30.9189,-6.8934,283.31,34,0,1.54,MA,1702261475
103,shiqian,27.5225,108.2281,286.06,93,100,1.66,CN,1702261476
104,papatowai,-46.5619,169.4708,291.15,40,81,6.86,NZ,1702261476
105,burang,30.25,81.1667,260.23,42,1,1.45,CN,1702261477
106,isafjordur,66.0755,-23.124,270.49,93,89,3.19,IS,1702261477
107,grytviken,-54.2811,-36.5092,278.45,95,100,6.26,GS,1702261478
108,kapuskasing,49.4169,-82.4331,266.2,93,100,3.09,CA,1702261478
109,fedorovka,53.6314,62.7078,244.88,93,89,5.18,KZ,1702261479
110,kuta,-8.7233,115.1723,303.15,70,20,4.63,ID,1702261479
111,ondjiva,-17.0667,15.7333,295.17,56,0,1.54,AO,1702261480
112,olonkinbyen,70.9221,-8.7187,269.91,64,100,4.28,SJ,1702261480
113,stanley,54.868,-1.6985,278.86,92,100,5.37,GB,1702261385
114,zaragoza,41.6561,-0.8773,288.4,69,0,8.75,ES,1702261247
115,calenzano,43.8559,11.1627,284.45,95,40,1.03,IT,1702261482
116,penhalonga,-18.8911,32.6978,290.38,98,66,1.29,ZW,1702261482
117,puerto san jose,13.9256,-90.8244,299.59,76,1,1.56,GT,1702261381
118,fale old settlement,-9.3852,-171.2468,302.0,77,96,6.93,TK,1702261484
119,suoyarvi,62.0833,32.35,259.68,96,96,2.58,RU,1702261485
120,eirunepe,-6.6603,-69.8736,297.0,91,100,1.17,BR,1702261485
121,victoria point,-27.5833,153.3,304.46,49,61,0.89,AU,1702261486
122,taltal,-25.4,-70.4833,289.96,84,81,0.85,CL,1702261486
123,bengkulu,-3.8004,102.2655,300.15,73,94,0.71,ID,1702261487
124,tiksi,71.6872,128.8694,247.35,100,100,2.34,RU,1702261370
125,bilibino,68.0546,166.4372,247.31,98,38,2.01,RU,1702261488
126,manta,-0.95,-80.7333,299.03,78,75,4.63,EC,1702261488
127,boende,-0.2167,20.8667,295.18,95,97,0.95,CD,1702261489
128,castillos,-34.1667,-53.8333,288.71,96,6,2.28,UY,1702261489
129,howard springs,-12.497,131.047,308.7,66,15,2.39,AU,1702261490
130,brookings,44.3114,-96.7984,267.07,89,0,0.0,US,1702261491
131,chake chake,-5.2459,39.7666,298.77,84,33,2.81,TZ,1702261491
132,bursa,40.1667,29.0833,276.17,74,100,1.27,TR,1702261492
133,chonchi,-42.6128,-73.8092,284.71,96,96,1.24,CL,1702261493
134,portland,45.5234,-122.6762,285.53,95,100,2.68,US,1702261101
135,susuman,62.7833,148.1667,248.7,99,93,2.24,RU,1702261494
136,malango,-2.9627,119.9001,301.14,60,100,0.94,ID,1702261494
137,kittila,67.6647,24.8936,260.23,85,100,3.6,FI,1702261495
138,klyuchi,52.2667,79.1667,251.28,89,16,2.86,RU,1702261363
139,san andres,12.5847,-81.7006,302.16,79,20,5.14,CO,1702261372
140,arinos,-15.9169,-46.1056,298.04,61,84,1.11,BR,1702261497
141,mandapam,9.2833,79.1167,300.6,78,99,7.82,IN,1702261497
142,weno,7.4515,151.8468,304.12,70,100,3.6,FM,1702261371
143,sao felix do xingu,-6.6447,-51.995,296.91,92,100,0.48,BR,1702261498
144,la junta,37.985,-103.5438,275.96,35,0,2.57,US,1702261499
145,mahibadhoo,3.7833,72.9667,301.56,75,98,3.44,MV,1702261499
146,rio grande,-32.035,-52.0986,293.12,87,98,7.84,BR,1702261500
147,aguililla,18.7333,-102.7333,294.12,63,100,1.14,MX,1702261451
148,haiku-pauwela,20.9219,-156.3051,303.16,67,40,4.47,US,1702261263
149,college,64.8569,-147.8028,255.87,75,75,0.0,US,1702261501
150,berbera,10.4396,45.0143,297.1,74,16,2.43,SO,1702261502
151,puerto maldonado,-12.6,-69.1833,296.22,95,93,0.72,PE,1702261503
152,tolanaro,-25.0319,46.9987,298.19,94,20,7.2,MG,1702261389
153,whitehorse,60.7161,-135.0538,261.58,79,100,4.12,CA,1702261504
154,puerto deseado,-47.7503,-65.8938,291.74,45,100,7.02,AR,1702261505
155,antonio enes,-16.2325,39.9086,299.53,85,99,4.14,MZ,1702261505
156,jamestown,42.097,-79.2353,276.23,91,100,4.12,US,1702261268
157,labytnangi,66.6572,66.4183,244.97,99,100,3.53,RU,1702261507
158,hermiston,45.8404,-119.2895,285.16,91,100,2.57,US,1702261482
159,siwa oasis,29.2041,25.5195,287.54,55,20,4.03,EG,1702261509
160,inhambane,-23.865,35.3833,298.6,93,57,4.29,MZ,1702261509
161,ilorin,8.5,4.55,297.0,20,10,1.26,NG,1702261510
162,santa catalina,9.3337,122.8637,303.14,70,75,2.9,PH,1702261510
163,magong,23.5654,119.5863,296.86,86,87,2.9,TW,1702261511
164,skelleftea,64.7507,20.9528,263.35,100,100,1.03,SE,1702261512
165,lerwick,60.1545,-1.1494,280.15,77,100,5.01,GB,1702261512
166,codrington,-38.2667,141.9667,291.16,76,100,7.02,AU,1702261513
167,sitka,57.0531,-135.33,276.09,75,75,3.6,US,1702261514
168,pleszew,51.8964,17.7855,275.55,93,100,6.01,PL,1702261514
169,bafq,31.6128,55.4107,285.37,24,75,2.28,IR,1702261515
170,matalam,7.0864,124.9006,302.79,66,62,0.64,PH,1702261515
171,island harbour,50.724,-1.2758,285.33,81,85,4.92,GB,1702261516
172,el calafate,-50.3408,-72.2768,282.57,77,55,3.1,AR,1702261516
173,cipo,-11.0997,-38.5136,295.36,83,8,2.48,BR,1702261517
174,dubbo,-32.25,148.6167,307.22,27,61,3.6,AU,1702261257
175,durban,-29.8579,31.0292,291.66,84,100,3.38,ZA,1702261518
176,pisco,-13.7,-76.2167,293.18,77,0,6.69,PE,1702261519
177,san patricio,28.017,-97.5169,286.07,28,0,1.7,US,1702261520
178,juneau,58.3019,-134.4197,275.15,92,100,4.12,US,1702261271
179,praia da vitoria,38.7333,-27.0667,290.24,77,20,6.02,PT,1702261521
180,midvagur,62.0511,-7.1939,279.61,93,100,2.57,FO,1702261521
181,mandalgovi,45.7625,106.2708,257.19,93,100,2.96,MN,1702261522
182,biograd na moru,43.9433,15.4519,278.01,71,99,2.41,HR,1702261522
183,acarau,-2.8856,-40.12,299.9,74,100,6.85,BR,1702261523
184,bhamo,24.2667,97.2333,292.49,61,0,0.78,MM,1702261523
185,qrendi,35.8347,14.4583,289.32,77,0,8.23,MT,1702261524
186,papao,-17.75,-149.55,303.97,82,47,12.52,PF,1702261525
187,lauro de freitas,-12.8944,-38.3272,299.16,73,20,5.14,BR,1702261525
188,seybaplaya,19.65,-90.6667,295.85,84,100,8.09,MX,1702261526
189,mili,6.0815,171.735,300.6,84,100,7.76,MH,1702261526
190,lebu,-37.6167,-73.65,285.98,87,100,7.56,CL,1702261527
191,black point,-34.6187,137.8972,294.76,71,100,2.62,AU,1702261527
192,alofi,-19.0595,-169.9187,297.09,94,100,4.12,NU,1702261528
193,happy valley-goose bay,53.3168,-60.3315,276.32,75,100,2.06,CA,1702261528
194,wanning,18.8003,110.3967,298.95,77,65,1.27,CN,1702261529
195,hinton,53.4001,-117.5857,271.71,92,100,1.85,CA,1702261530
196,nuuk,64.1835,-51.7216,270.49,74,100,1.54,GL,1702261530
197,dryden,49.7833,-92.7503,266.31,93,100,2.57,CA,1702261531
198,marat,25.0701,45.4615,289.48,24,13,3.21,SA,1702261531
199,geneina,13.45,22.45,291.94,17,100,3.23,SD,1702261532
200,luderitz,-26.6481,15.1594,289.71,70,0,8.16,NA,1702261533
201,lihue,21.9789,-159.3672,299.92,78,20,4.63,US,1702261533
202,wladyslawowo,54.7909,18.4009,275.89,98,100,5.98,PL,1702261534
203,leskovac,42.9981,21.9461,276.92,96,100,0.87,RS,1702261534
204,erenhot,43.6475,111.9767,261.11,45,60,0.99,CN,1702261535
205,lompoc,34.6391,-120.4579,288.23,61,0,0.0,US,1702261401
206,hamilton,39.1834,-84.5333,274.5,81,100,4.12,US,1702261536
207,saint-joseph,-21.3667,55.6167,296.36,85,41,4.21,RE,1702261536
208,tuy hoa,13.0833,109.3,299.27,76,49,0.77,VN,1702261537
209,ocean city,39.2776,-74.5746,289.36,93,100,6.71,US,1702261308
210,tokar,18.4254,37.729,299.24,75,13,3.48,SD,1702261538
211,antsiranana,-12.2787,49.2917,298.74,84,94,5.83,MG,1702261538
212,marquetalia,5.2966,-75.055,290.08,91,100,2.1,CO,1702261539
213,forrest city,35.0081,-90.7898,277.77,49,3,2.53,US,1702261539
214,guarapari,-20.6667,-40.4975,296.98,89,62,1.11,BR,1702261540
215,khetri,27.9833,75.8,285.09,37,0,1.12,IN,1702261541
216,cabedelo,-6.9811,-34.8339,298.52,69,90,3.72,BR,1702261541
217,hermanus,-34.4187,19.2345,288.9,81,3,3.66,ZA,1702261542
218,posto fiscal rolim de moura,-13.0833,-62.2667,298.61,84,100,1.16,BR,1702261542
219,vorkuta,67.5,64.0,248.12,100,100,3.68,RU,1702261543
220,sinjar,36.3209,41.8754,284.44,78,0,2.96,IQ,1702261543
221,polyarnyy,69.1989,33.4478,259.77,90,81,7.05,RU,1702261544
222,holualoa,19.6228,-155.9522,299.96,74,40,2.06,US,1702261544
223,vila franca do campo,37.7167,-25.4333,291.42,99,100,5.36,PT,1702261545
224,ico,-6.4011,-38.8622,300.01,63,65,3.5,BR,1702261546
225,sandnessjoen,66.0217,12.6316,266.44,81,37,7.59,NO,1702261546
226,gadzhiyevo,69.2551,33.3362,258.94,92,86,6.83,RU,1702261547
227,mejit,10.2753,170.8646,300.32,77,100,8.51,MH,1702261393
228,al kharj,24.155,47.3346,287.47,21,88,1.76,SA,1702261548
229,avarua,-21.2078,-159.775,298.18,88,100,10.29,CK,1702261549
230,saint-francois,46.4154,3.9054,286.84,95,100,2.06,FR,1702261549
231,timon,-5.0942,-42.8367,300.03,78,75,2.57,BR,1702261550
232,dhidhdhoo,6.8833,73.1,301.51,77,100,4.54,MV,1702261550
233,brak,27.5496,14.2714,285.48,69,1,4.94,LY,1702261551
234,comandante fontana,-25.3345,-59.6821,293.49,78,1,1.86,AR,1702261551
235,bundaberg north,-24.8551,152.3425,298.33,67,100,6.66,AU,1702261552
236,bathsheba,13.2167,-59.5167,299.49,83,20,8.75,BB,1702261552
237,union de san antonio,21.1,-101.9667,290.41,53,100,2.81,MX,1702261553
238,aldinga beach,-35.2793,138.4604,297.84,66,98,3.92,AU,1702261554
239,den burg,53.0542,4.7972,283.71,88,75,8.75,NL,1702261554
240,severo-yeniseyskiy,60.3725,93.0408,234.58,100,100,0.45,RU,1702261555
241,aykhal,66.0,111.5,246.11,98,100,2.41,RU,1702261386
242,valle de la pascua,9.2155,-66.0073,297.32,83,1,2.58,VE,1702261556
243,ayorou,14.7308,0.9174,294.42,17,99,5.24,NE,1702261557
244,shushi,39.7589,46.7492,276.18,80,0,2.88,AZ,1702261557
245,atafu village,-8.5421,-172.5159,301.78,77,100,6.6,TK,1702261359
246,rantauprapat,2.1,99.8333,300.45,81,90,0.13,ID,1702261559
247,ewo,-0.8725,14.8206,296.99,87,100,1.48,CG,1702261559
248,fortuna,40.5982,-124.1573,284.81,91,100,0.0,US,1702261839
249,hithadhoo,-0.6,73.0833,300.95,76,99,1.76,MV,1702261364
250,sakti,22.0333,82.9667,290.06,63,0,1.22,IN,1702261561
251,georgetown,5.4112,100.3354,303.11,74,20,3.09,MY,1702261511
252,seeb,23.6703,58.1891,292.2,59,0,1.54,OM,1702261562
253,sarangani,5.4033,125.4636,301.14,76,68,5.37,PH,1702261562
254,walvis bay,-22.9575,14.5053,289.87,77,58,3.6,NA,1702261563
255,copiapo,-27.3667,-70.3333,287.98,70,0,1.14,CL,1702261519
256,kyzyl,51.7,94.45,239.27,99,99,0.45,RU,1702261565
257,fuqing,25.725,119.3794,297.02,67,0,1.71,CN,1702261566
258,east london,-33.0153,27.9116,289.95,74,92,1.82,ZA,1702261846
259,iraucuba,-3.7461,-39.7833,298.15,74,16,2.94,BR,1702261567
260,chistopol',55.3631,50.6424,248.46,91,100,3.02,RU,1702261342
261,nicoya,10.1483,-85.452,298.39,86,10,2.11,CR,1702261568
262,tura,25.5198,90.2201,290.08,61,0,0.89,IN,1702261569
263,yambio,4.5721,28.3955,293.45,87,57,1.59,SS,1702261570
264,tobelo,1.7284,128.0095,302.34,72,69,1.82,ID,1702261570
265,fort mcmurray,56.7268,-111.381,270.92,63,0,9.26,CA,1702261506
266,ribeira grande,38.5167,-28.7,290.8,75,99,8.05,PT,1702261571
267,douglas,41.3,-96.167,276.92,60,0,1.54,US,1702261473
268,lukolela,-1.0605,17.1821,295.28,96,100,1.11,CD,1702261572
269,barcelos,41.5388,-8.6151,290.23,94,100,3.89,PT,1702261573
270,galliano,29.4422,-90.2992,285.15,61,0,4.12,US,1702261395
271,mahina,-17.5065,-149.489,304.02,66,40,3.09,PF,1702261574
272,kailua-kona,19.6406,-155.9956,302.03,74,40,2.06,US,1702261575
273,pieksamaki,62.3,27.1333,259.61,98,91,2.1,FI,1702261575
274,satara,17.6833,73.9833,291.83,69,61,1.16,IN,1702261576
275,nemuro,43.3236,145.575,273.58,47,28,5.3,JP,1702261372
276,brisas de zicatela,15.8369,-97.0419,299.78,74,4,1.91,MX,1702261577
277,la passe,45.5549,-0.8967,288.28,83,100,11.08,FR,1702261383
278,shimoda,34.6667,138.95,289.35,62,62,3.46,JP,1702261578
279,udachny,66.4167,112.4,247.26,96,100,5.25,RU,1702261578
280,san antonio de pale,-1.4014,5.6325,300.51,79,97,5.98,GQ,1702261579
281,flin flon,54.7682,-101.865,263.97,91,100,3.42,CA,1702261574
282,lethem,3.3803,-59.7968,300.59,61,8,3.79,GY,1702261580
